piid,agency,vendor,value,description_doge,fpds_status,fpds_link,deleted_date,savings,award_agency,award_procurement_id,award_modification_num,ref_idv_agency,ref_idv_procurement_id,ref_idv_modification_num,date_signed,date_effective,date_complete,date_ult_complete_est,date_solicitation,amount_obligated,amount_obligated_total,amount_base_exercised_options,amount_base_exercised_options_total,amount_ultimate,amount_ultimate_total,entity_id,entity_name,entity_dba,cage_code,entity_street,entity_street_2,entity_city,entity_state,entity_zip,entity_county,entity_county_disp,entity_phone,entity_fax,entity_congressional_district,product_service_code,product_service_desc,principal_naics_code,principal_naics_desc,performance_state,performance_location,performance_country,performance_county,performance_city,performance_congressional_district,performance_zip,performance_zip_ext,requirement_desc,dt_scrape
1605C221F00025,Department of Labor,"ICF INCORPORATED, L.L.C.",5435479.64,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES DOL'S CLEARINGHOUSE FOR LABOR EVALUATION AND RESEARCH,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1605&PIID=1605C221F00025&modNumber=P00009&idvAgencyID=&idvPIID=1605DC18A0016&contractType=AWARD,4/15/2025,3081263.64,1605,1605C221F00025,P00009,1605,1605DC18A0016,P00003,04/14/2025,05/25/2021,04/14/2025,04/14/2025,03/15/2021,0.0,2354216.0,0.0,5435479.64,0.0,5435479.64,QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.",,5M571,9300 LEE HWY,,FAIRFAX,VA,220316050,USA,UNITED STATES,(703) 934-3484,(703) 218-2547,VIRGINIA 11,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20210,1.0,,2025-05-03-2033
47HAA024F0015,General Services Administration,MORA CONSULTANTS LLC,3418860.76,ADMINISTRATIVE SUPPORT SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4773&PIID=47HAA024F0015&modNumber=PA0003&idvAgencyID=&idvPIID=47HAA024A0001&contractType=AWARD,4/15/2025,1180124.0,4773,47HAA024F0015,PA0003,4773,47HAA024A0001,0,04/02/2025,01/07/2024,01/06/2026,01/06/2029,11/29/2023,0.0,1595056.42,0.0,1595056.42,0.0,3418860.76,PYJEP9Q7YJH8,MORA CONSULTANTS LLC,,78MS3,365 W 2ND AVENUE,SUITE 220,ESCONDIDO,CA,920254137,USA,UNITED STATES,(858) 322-9010,,CALIFORNIA 50,R699,SUPPORT- ADMINISTRATIVE: OTHER,561110.0,OFFICE ADMINISTRATIVE SERVICES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20405,1.0,,2025-05-03-2033
47QFEA25F0001,General Services Administration,NISH,13789016.4,FEDERAL SERVICE DESK CALL CENTER,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFEA25F0001&modNumber=P00001&idvAgencyID=&idvPIID=GS21F0049X&contractType=AWARD,4/15/2025,8711972.3,4732,47QFEA25F0001,P00001,4732,GS21F0049X,AO0069,03/27/2025,12/20/2024,03/26/2025,03/26/2025,11/05/2024,-8711972.3,5077044.1,0.0,13789016.4,0.0,13789016.4,VKFFM58F5EN5,NISH,,64067,8401 OLD COURTHOUSE RD,,VIENNA,VA,221823820,USA,UNITED STATES,(571) 226-4689,(703) 876-9774,VIRGINIA 11,R799,SUPPORT- MANAGEMENT: OTHER,561210.0,FACILITIES SUPPORT SERVICES,VA,,USA,FAIRFAX,VIENNA,,22182,3820.0,,2025-05-03-2033
68HERH25F0052,Environmental Protection Agency,RESEARCH TRIANGLE INSTITUTE,2193714.0,OBTAINING AND MAINTAINING GREENHOUSE GAS (GHG) EMISSION REDUCTIONS IN SECTOR POLICIES AND PROGRAMS DIVISION PROGRAMS,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH25F0052&modNumber=P00002&idvAgencyID=&idvPIID=68HERH22A0023&contractType=AWARD,4/14/2025,1223714.0,6800,68HERH25F0052,P00002,6800,68HERH22A0023,P00005,04/23/2025,11/14/2024,11/19/2025,11/19/2025,08/26/2024,0.0,970000.0,0.0,1323931.0,0.0,2193714.0,JJHCMK4NT5N3,RESEARCH TRIANGLE INSTITUTE,,3A730,3040 CORNWALLIS RD,,DURHAM,NC,277090155,USA,UNITED STATES,(919) 541-6157,(919) 541-7148, ,F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NC,,USA,DURHAM,DURHAM,,27709,2194.0,,2025-05-03-2033
68HERH25F0041,Environmental Protection Agency,"EASTERN RESEARCH GROUP, INC.",732940.0,SUPPORT THE PROPOSAL OF AND RESPONSE TO COMMENTS FOR REVISED EPA METHODS TOCOR,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=6800&PIID=68HERH25F0041&modNumber=P00001&idvAgencyID=&idvPIID=68HERH22A0020&contractType=AWARD,4/14/2025,533940.0,6800,68HERH25F0041,P00001,6800,68HERH22A0020,P00003,04/23/2025,11/13/2024,11/12/2025,11/12/2026,08/19/2024,0.0,199000.0,0.0,250644.0,0.0,732940.0,DK4TBEJRAR56,"EASTERN RESEARCH GROUP, INC.",,00GP8,561 VIRGINIA RD,"BLDG 4, SUITE 300",CONCORD,MA,017422767,USA,UNITED STATES,(781) 674-7200,(781) 674-2851,MASSACHUSETTS 03,F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,541620.0,ENVIRONMENTAL CONSULTING SERVICES,MA,,USA,MIDDLESEX,CONCORD,,01742,2767.0,,2025-05-03-2033
80GSFC24CA024,National Aeronautics and Space Administration,"A3L FEDERAL WORKS,LLC",1978784.51,"KNOWLEDGE MANAGEMENT, EVENTS AND COMMUNICATIONS SUPPORTS (KMECS) IVV CONTRACT",TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GSFC24CA024&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1423496.0,8000,80GSFC24CA024,P00007,,,,04/08/2025,07/08/2024,07/07/2025,07/07/2029,04/18/2024,-47238.13,555288.51,-47238.13,555288.51,-1033848.69,1978784.51,LLN8PEEPQNS3,"A3L FEDERAL WORKS,LLC",A3L FEDERAL WORKS LLC,73HB9,1000 TECHNOLOGY DR,STE 1217,FAIRMONT,WV,265548829,USA,UNITED STATES,(304) 692-2279,,WEST VIRGINIA 02,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,WV,,USA,MARION,FAIRMONT,,26554,8817.0,,2025-05-03-2033
80NSSC22PA482,National Aeronautics and Space Administration,"DIVERSIFIED SERVICES GROUP, INCORPORATED",85560.46,LIVE PLANT MAINTENANCE SERVICES,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC22PA482&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,38577.84,8000,80NSSC22PA482,P00006,,,,04/08/2025,07/01/2022,04/09/2025,04/09/2025,,0.0,46982.62,0.0,46982.62,0.0,85560.46,JTJJF2CZL6A9,"DIVERSIFIED SERVICES GROUP, INCORPORATED",,1S8Z0,12410 MILESTONE CENTER DR STE 600,,GERMANTOWN,MD,208767102,USA,UNITED STATES,(240) 417-8190,,MARYLAND 06,R699,SUPPORT- ADMINISTRATIVE: OTHER,561210.0,FACILITIES SUPPORT SERVICES,MD,,USA,MONTGOMERY,GERMANTOWN,,20876,7102.0,,2025-05-03-2033
H9821024CE007,Department of Defense,"KYMBER CONSULTING GROUP, LLC",3134214.0,DEFENSE ADVISORY COMMITTEE FOR DIVERSITY AND INCLUSION SUPPORT SERVICES,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=H9821024CE007&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,2543404.4,9700,H9821024CE007,0,,,,08/29/2024,09/01/2024,08/31/2025,08/31/2029,06/21/2024,590809.28,,590809.28,,3134213.68,,FBBNK1NLMXZ9,"KYMBER CONSULTING GROUP, LLC",,7SVV2,1810 WHISTLING DUCK DR,,UPPER MARLBORO,MD,207747100,USA,UNITED STATES,(240) 810-2677,,MARYLAND 05,R799,SUPPORT- MANAGEMENT: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MD,,USA,PRINCE GEORGES,UPPER MARLBORO,,20774,7100.0,,2025-05-03-2033
HQ003423C0033,Department of Defense,"BARON PUBLIC AFFAIRS, LLC",943577.0,"REPORTS ON ADDICITONS, DISORDERS, AND HEALTH IN CHINA",Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003423C0033&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,486619.08,9700,HQ003423C0033,P00002,,,,09/19/2024,03/31/2023,03/29/2025,03/29/2025,02/14/2023,249272.04,943577.35,249272.04,943577.35,0.0,943577.35,M41KHYPJNSB7,"BARON PUBLIC AFFAIRS, LLC",,7AWE4,600 14TH ST NW STE 508,,WASHINGTON,DC,200052008,USA,UNITED STATES,(202) 822-1236,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,2008.0,,2025-05-03-2033
HQ003423C0042,Department of Defense,ASU RESEARCH ENTERPRISE,1691032.0,RESEARCH AND REPORTS ON BIOLOGICAL WEAPONS,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003423C0042&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1191034.13,9700,HQ003423C0042,0,,,,05/05/2023,06/01/2023,05/31/2024,05/31/2025,01/19/2023,499998.01,,499998.01,,1691032.14,,SKVGV4C3LDZ9,ASU RESEARCH ENTERPRISE,,6TRV9,1475 N SCOTTSDALE RD,,SCOTTSDALE,AZ,852573504,USA,UNITED STATES,(480) 884-0400,,ARIZONA 09,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,AZ,,USA,MARICOPA,SCOTTSDALE,,85257,3504.0,,2025-05-03-2033
HQ003423C0054,Department of Defense,"BARON PUBLIC AFFAIRS, LLC",789213.0,REPORTS ON THE MIDDLE EAST,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003423C0054&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,399893.52,9700,HQ003423C0054,P00001,,,,05/23/2024,06/15/2023,06/14/2025,06/14/2025,04/06/2023,399893.52,789212.55,399893.52,789212.55,0.0,789212.55,M41KHYPJNSB7,"BARON PUBLIC AFFAIRS, LLC",,7AWE4,600 14TH ST NW STE 508,,WASHINGTON,DC,200052008,USA,UNITED STATES,(202) 822-1236,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,2008.0,,2025-05-03-2033
HQ003422C0065,Department of Defense,"BARON PUBLIC AFFAIRS, LLC",1074975.0,MARTIAL ARTS RESEARCH,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003422C0065&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,729520.26,9700,HQ003422C0065,P00005,,,,07/24/2024,06/30/2022,06/29/2025,06/29/2025,04/27/2022,0.0,1074974.89,0.0,1074974.89,0.0,1074974.89,M41KHYPJNSB7,"BARON PUBLIC AFFAIRS, LLC",,7AWE4,600 14TH ST NW STE 508,,WASHINGTON,DC,200052008,USA,UNITED STATES,(202) 822-1236,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,2008.0,,2025-05-03-2033
HQ003422P0021,Department of Defense,TELEMUS GROUP LLC,2397681.0,POWER PROJECTION WARGAME HOTWASH STUDY,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003422P0021&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1606458.96,9700,HQ003422P0021,P00006,,,,06/16/2024,07/01/2022,06/30/2025,06/30/2025,12/14/2021,810781.11,2369551.16,810781.11,2369551.16,0.0,2369551.16,CM94EFH4F9A4,TELEMUS GROUP LLC,,7MGC8,"6723 WHITTIER AVENUE, SUITE 306",,MCLEAN,VA,221014533,USA,UNITED STATES,(703) 774-7322,,VIRGINIA 08,AC12,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,VA,,USA,FAIRFAX,MCLEAN,,22101,4533.0,,2025-05-03-2033
HQ003423C0068,Department of Defense,"BARON PUBLIC AFFAIRS, LLC",714133.0,REPORTS AND WORKSHOPS ON ASSESSING THE POTENTIAL FOR CHINA TO TARGET THE UNITED STATES FROM MEXICO,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003423C0068&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,545868.64,9700,HQ003423C0068,P00001,,,,12/11/2023,07/10/2023,07/09/2024,07/09/2025,05/19/2023,177525.14,345789.4,177525.14,345789.4,0.0,714132.9,M41KHYPJNSB7,"BARON PUBLIC AFFAIRS, LLC",,7AWE4,600 14TH ST NW STE 508,,WASHINGTON,DC,200052008,USA,UNITED STATES,(202) 822-1236,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,2008.0,,2025-05-03-2033
HQ003420C0110,Department of Defense,"GOLDBELT FRONTIER, LLC",2294438.0,ACQUISITION SUPPORT SERVICES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003420C0110&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1862284.8,9700,HQ003420C0110,P00007,,,,06/03/2024,07/23/2020,07/26/2025,07/26/2025,06/08/2020,470262.4,1337584.52,470262.4,1337584.52,0.0,1337584.52,GCJNYKYE93F6,"GOLDBELT FRONTIER, LLC",,7D3B6,5500 CHEROKEE AVE STE 100,,ALEXANDRIA,VA,223122357,USA,UNITED STATES,(202) 374-6434,,VIRGINIA 08,R499,SUPPORT- PROFESSIONAL: OTHER,541611.0,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,VA,,USA,FAIRFAX,ALEXANDRIA,,22312,2357.0,,2025-05-03-2033
HQ003424C0019,Department of Defense,"GRYPHON SCIENTIFIC, LLC",1391523.0,REPORTS AND BRIEFINGS ON STRATEGIC ADVANTAGES OF AGRICULTURAL BIOTECHNOLOGY IN THE UNITED STATES AND CHINA,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003424C0019&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,816643.54,9700,HQ003424C0019,0,,,,02/28/2024,02/28/2024,02/19/2025,02/19/2026,01/09/2024,574879.81,,574879.81,,1391523.35,,CQ97AGEHCMF9,"GRYPHON SCIENTIFIC, LLC",,4RXB1,6930 CARROLL AVE,STE 810,TAKOMA PARK,MD,209124481,USA,UNITED STATES,(301) 270-0671,(301) 270-0673,MARYLAND 08,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,MD,,USA,MONTGOMERY,TAKOMA PARK,,20912,4481.0,,2025-05-03-2033
HQ003424C0021,Department of Defense,CENTER FOR STRATEGIC & INTERNATIONAL STUDIES INC,699926.0,REPORTS AND CASE STUDIES ON MARKETS OF POWER,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003424C0021&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,358927.97,9700,HQ003424C0021,P00001,,,,12/20/2024,03/01/2024,02/28/2025,02/28/2026,01/09/2024,0.0,340997.9,0.0,340997.9,0.0,699925.87,UHPBCM47DDK5,CENTER FOR STRATEGIC & INTERNATIONAL STUDIES INC,,1BJ64,1616 RHODE ISLAND AVE NW,,WASHINGTON,DC,200363206,USA,UNITED STATES,(202) 775-3164,(202) 775-3199,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20036,3206.0,,2025-05-03-2033
HQ003421C0042,Department of Defense,"DYNAMIS, INC.",4640891.0,RESEARCH AND STUDIES-DATA & REPORT 1,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003421C0042&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,3749609.36,9700,HQ003421C0042,P00010,,,,11/01/2024,03/31/2021,04/04/2025,04/04/2026,01/21/2021,-3316.53,3664521.63,-3316.53,3664521.63,-3316.53,4677556.43,JHXKTYRL8JB9,"DYNAMIS, INC.",,4ZSC6,"8260 WILLOW OAKS CORPORATE DR., SUITE 800",,FAIRFAX,VA,220314504,USA,UNITED STATES,(703) 465-4400,(703) 465-4488,VIRGINIA 08,AC12,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,VA,,USA,FAIRFAX,FAIRFAX,,22031,4504.0,,2025-05-03-2033
HQ003422C0035,Department of Defense,"BARON PUBLIC AFFAIRS, LLC",1596647.0,REPORTS ON UNDERRECOGNIZED DYNAMICS SHAPING UNITED STATES COMPETITIVENESS,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003422C0035&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1213335.26,9700,HQ003422C0035,P00003,,,,04/25/2024,05/02/2022,05/01/2025,05/01/2026,12/14/2021,404445.08,1181635.18,404445.08,1181635.18,0.0,1596646.96,M41KHYPJNSB7,"BARON PUBLIC AFFAIRS, LLC",,7AWE4,600 14TH ST NW STE 508,,WASHINGTON,DC,200052008,USA,UNITED STATES,(202) 822-1236,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,2008.0,,2025-05-03-2033
HQ003424C0044,Department of Defense,NONPROLIFERATION POLICY EDUCATION CENTER INC,374246.0,"PAPERS AND CRITIQUES COVERING THE MILITARY VULNERABILITIES OF THE ELECTRICAL SUPPLY SYSTEMS IN CHINA, UKRAINE, TAIWAN, AND SEVERAL BALTIC AND NORDIC STATES.",BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003424C0044&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,187949.86,9700,HQ003424C0044,0,,,,05/14/2024,05/15/2024,05/14/2025,05/14/2026,11/15/2023,186295.79,,186295.79,,374245.65,,EVYLKHXDC1U8,NONPROLIFERATION POLICY EDUCATION CENTER INC,,6GWZ9,1600 WILSON BLVD STE 640,,ARLINGTON,VA,222092596,USA,UNITED STATES,(571) 970-3187,,VIRGINIA 08,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,VA,,USA,ARLINGTON,ARLINGTON,,22209,2596.0,,2025-05-03-2033
HQ003422P0056,Department of Defense,"JOHNS HOPKINS UNIVERSITY, THE",568136.0,WORKSHOPS AND REPORTS ON THE FUTURE OF WAR,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003422P0056&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,431142.35,9700,HQ003422P0056,P00002,,,,02/15/2023,05/25/2022,02/24/2024,02/24/2026,03/14/2022,140287.42,244290.09,140287.42,244290.09,0.0,535145.02,FTMTDMBR29C7,"JOHNS HOPKINS UNIVERSITY, THE",,5L406,3400 N CHARLES ST,,BALTIMORE,MD,212182608,USA,UNITED STATES,(443) 997-1898,(443) 997-1912,MARYLAND 07,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20036,1318.0,,2025-05-03-2033
HQ003424C0073,Department of Defense,"ATLANTIC COUNCIL OF THE UNITED STATES, INC.",400076.0,SPECIAL STUDIES/ ATLANTIC COUNCIL,OTHER ADMINISTRATIVE ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003424C0073&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,200133.27,9700,HQ003424C0073,P00001,,,,08/07/2024,07/12/2024,08/25/2025,08/25/2026,07/08/2024,0.0,199942.65,0.0,199942.65,0.0,400075.92,LQTJNBUD91Q3,"ATLANTIC COUNCIL OF THE UNITED STATES, INC.",,3S633,1030 15TH ST NW STE 1200,,WASHINGTON,DC,200051529,USA,UNITED STATES,(202) 463-7226,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20006,1659.0,,2025-05-03-2033
HQ003424C0077,Department of Defense,ROCKEFELLER UNIVERSITY,975088.0,SPECIAL STUDIES AND RESEARCH/ROCKEFELLER UNIVERSITY,BASE AWARD,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003424C0077&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,494865.36,9700,HQ003424C0077,0,,,,07/19/2024,07/24/2024,07/23/2025,07/23/2026,07/10/2024,480222.92,,480222.92,,975088.28,,LHGDNJMZ64Y1,ROCKEFELLER UNIVERSITY,,4B882,1230 YORK AVE,,NEW YORK,NY,100656399,USA,UNITED STATES,(212) 327-8371,(212) 327-8533,NEW YORK 12,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,NY,,USA,NEW YORK,NEW YORK,,10065,2.0,,2025-05-03-2033
HQ003423C0066,Department of Defense,TELEMUS GROUP LLC,1818826.0,BRIEFINGS AND REPORTS ON PROXY CONFLICT WARGAMES,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003423C0066&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1268938.03,9700,HQ003423C0066,P00002,,,,09/09/2024,09/15/2023,09/14/2025,09/14/2026,05/19/2023,625742.97,1175631.09,625742.97,1175631.09,0.0,1818826.15,CM94EFH4F9A4,TELEMUS GROUP LLC,,7MGC8,6723 WHITTIER AVE,STE 306,MC LEAN,VA,221014533,USA,UNITED STATES,(703) 774-7322,,VIRGINIA 08,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,VA,,USA,FAIRFAX,MCLEAN,,22101,4533.0,,2025-05-03-2033
HQ003423C0007,Department of Defense,"BARON PUBLIC AFFAIRS, LLC",1515099.0,STUDIES AND RESEARCH COMPARING CHINESE AND UNITED STATES BEHAVIORS,EXERCISE AN OPTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9700&PIID=HQ003423C0007&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,4/14/2025,1154928.24,9700,HQ003423C0007,P00002,,,,01/10/2025,01/12/2023,01/11/2026,01/11/2027,10/25/2022,384976.08,1117377.58,384976.08,1117377.58,0.0,1515099.4,M41KHYPJNSB7,"BARON PUBLIC AFFAIRS, LLC",,7AWE4,600 14TH ST NW STE 508,,WASHINGTON,DC,200052008,USA,UNITED STATES,(202) 822-1236,,DISTRICT OF COLUMBIA 98,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541720.0,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,,20005,2008.0,,2025-05-03-2033
