registrationNumber,type,legalName,tradeName,address,street,place,zip,county,status,dateFirstRegistered,dateRegisteredThrough,deletedDate,successorRegistrationNumber,cd119,cd_method,in_ny23,community
021378,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S,4408 MILESTRIP RD. BLASDELL NY 14219,4408 MILESTRIP RD,. BLASDELL,14219,ERIE,Discontinued,"August 19, 1992","September 20, 1993","September 20, 1993",NONE,,,unknown,yes
021079,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S,1900 MILITARY RD. NIAGARA FALLS NY 14303,1900 MILITARY RD,. NIAGARA FALLS,14303,ERIE,Discontinued,"September 19, 1991","January 10, 1994","January 10, 1994",NONE,,,unknown,yes
021075,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S,3735 UNION RD. CHEEKTOWAGA NY 14225,3735 UNION RD,. CHEEKTOWAGA,14225,ERIE,Discontinued,"September 24, 1991","September 20, 1993","September 20, 1993",NONE,,,unknown,yes
021074,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S,3330 SHERIDAN DR. AMHERST NY 14226,3330 SHERIDAN DR,. AMHERST,14226,ERIE,Transfer,"September 24, 1991","January 31, 1994","January 31, 1994",021980,,,unknown,yes
021081,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S,1900 RIDGE RD. WEST SENECA NY 14224,1900 RIDGE RD,. WEST SENECA,14224,ERIE,Transfer,"September 19, 1991","January 31, 1994","January 31, 1994",021985,,,unknown,yes
021077,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S,1381 RIDGE RD. ROCHESTER NY 14621,1381 RIDGE RD,. ROCHESTER,14621,ERIE,Discontinued,"September 19, 1991","January 10, 1994","January 10, 1994",NONE,,,unknown,yes
021176,Pharmacy,ALP FREDDY'S LIMITED PARTNERSHIP,FREDDY'S ALP LIMITED PARTNERSHIP,7980 TRANSIT RD. WILLIAMSVILLE NY 14221,7980 TRANSIT RD,. WILLIAMSVILLE,14221,ERIE,Discontinued,"March 12, 1992","September 13, 1993","September 13, 1993",NONE,,,unknown,yes
020628,Pharmacy,"ALTERNATE CARE PHARMACY, INC.",,495 COMMERCE DR. AMHERST NY 14228,495 COMMERCE DR,. AMHERST,14228,ERIE,Transfer,"June 18, 1990","September 17, 1991","September 17, 1991",021104,,,unknown,yes
041954,Pharmacy,"AMANA PHARMACY, INC.",RAHMA PHARMACY,964 BROADWAY ST BUFFALO NY 14212,964 BROADWAY ST,BUFFALO,14212,ERIE,Active,"September 16, 2025","August 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
036622,Pharmacy,"AMBER ENTERPRISES, INC.",AMBER SPECIALTY PHARMACY,520 ELLICOTT ST. SUITE 200 BUFFALO NY 14203,520 ELLICOTT ST,. BUFFALO,14203,ERIE,Discontinued,"March 20, 2019","November 17, 2023","November 17, 2023",NONE,26,geocoded earlier,no,yes
012393,Pharmacy,"AMDEL DRUG CO., INC.",,2130 DELAWARE AVE. BUFFALO NY 14216,2130 DELAWARE AVE,. BUFFALO,14216,ERIE,Discontinued,"February 10, 1969","March 29, 1989","March 29, 1989",NONE,,,unknown,yes
022332,Wholesaler/Repacker,AMERICAN ACCESS AND MOBILITY INC.,MERCY MEDICAL EQUIPMENT CO.,2170 UNION ROAD WEST SENECA NY 14224,2170 UNION ROAD,WEST SENECA,14224,ERIE,Discontinued,"January 19, 1995","August 31, 2001","August 31, 2001",NONE,,,unknown,no
024668,Wholesaler/Repacker,AMERICAN HOMECARE SUPPLY NEW YORK LLC,"AMERICAN HOMECARE SUPPLY, WESTERN NEW YORK",2170 UNION ROAD WEST SENECA NY 14224-1429,2170 UNION ROAD,WEST SENECA,14224,ERIE,Discontinued,"May 02, 2000","August 15, 2015","August 15, 2015",NONE,,,unknown,no
021437,Pharmacy,"AMERICAN HOMEPATIENT OF NEW YORK, INC.",,C/O PHARMACY 140 VILLAGE SQ. PAINTED POST NY 14870,140 VILLAGE SQ. PAINTED,POST,14870,STEUBEN,Discontinued,"October 29, 1992","March 19, 1999","March 19, 1999",NONE,23,county wholly in NY-23,yes,yes
023173,Pharmacy,"AMERICAN HOMEPATIENT OF NEW YORK, INC.",,C/O PHARMACY 6350 TRANSIT RD. DEPEW NY 14043,6350 TRANSIT RD,. DEPEW,14043,ERIE,Discontinued,"February 21, 1997","February 01, 2009","February 01, 2009",NONE,,,unknown,yes
021558,Wholesaler/Repacker,"AMERICAN HOMEPATIENT OF NEW YORK, INC.",,414 SOUTH HAMILTON ST. PAINTED POST NY 14870,414 SOUTH HAMILTON ST,. PAINTED POST,14870,STEUBEN,Discontinued,"June 23, 1993","June 30, 2010","June 30, 2010",NONE,23,county wholly in NY-23,yes,no
202377,Wholesaler/Repacker,"AMERICAN HOMEPATIENT OF NEW YORK, INC.",,254 SONWIL DRIVE CHEEKTOWAGA NY 14225,254 SONWIL DRIVE,CHEEKTOWAGA,14225,ERIE,Discontinued,"September 01, 1983","August 31, 2004","August 31, 2004",NONE,,,unknown,no
026435,Manufacturer,"AMERICAN MEDICAL GAS, LLC",,80 FRENCH RD. CHEEKTOWAGA NY 14227,80 FRENCH RD,. CHEEKTOWAGA,14227,ERIE,Discontinued,"January 08, 2004","January 31, 2013","January 31, 2013",NONE,,,unknown,no
021556,Wholesaler,AMERICAN NATIONAL RED CROSS,BLOOD SERVICES BUFFALO REGION,786 DELAWARE AVE. BUFFALO NY 14209,786 DELAWARE AVE,. BUFFALO,14209,ERIE,Discontinued,"January 14, 1993","September 21, 2004","September 21, 2004",NONE,,,unknown,no
022306,Wholesaler,"AMERICAN SALES COMPANY, INC.",,4201 WALDEN AVE. LANCASTER NY 14086,4201 WALDEN AVE,. LANCASTER,14086,ERIE,Discontinued,"December 23, 1994","December 31, 2018","December 31, 2018",NONE,,,unknown,no
304491,Wholesaler,"AMHERST PHARMACEUTICALS, INC.",,1600 NIAGARA FALLS BLVD TONAWANDA NY 14150,1600 NIAGARA FALLS BLVD,TONAWANDA,14150,ERIE,Discontinued,"September 17, 1985","September 18, 1990","September 18, 1990",NONE,,,unknown,no
010413,Pharmacy,ANTHONY-BROWN PHARMACY INC.,,4328 S. BUFFALO ST. ORCHARD PARK NY 14127,4328 S. BUFFALO ST,. ORCHARD PARK,14127,ERIE,Active,"January 02, 1964","January 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,yes
021867,Pharmacy,APALACHIN DRUG INC.,,6278 STATE ROUTE 434 APALACHIN NY 13732-2423,6278 STATE ROUTE 434,APALACHIN,13732,TIOGA,Not Active,Not On File,"October 13, 1993","October 13, 1993",NONE,23,county wholly in NY-23,yes,yes
020787,Pharmacy,APALACHIN PHARMACY INC.,,P.O. BOX 376 6278 STATE RTE 434 APALACHIN NY 13732,6278 STATE RTE 434,APALACHIN,13732,TIOGA,Transfer,"November 02, 1990","May 19, 1994","May 19, 1994",022109,23,county wholly in NY-23,yes,yes
024165,Wholesaler,APRIA HEALTHCARE LLC.,,452 E WATER STREET ELMIRA NY 14904-1311,452 E WATER STREET,ELMIRA,14904,CHEMUNG,Discontinued,"February 16, 1999","November 20, 2015","November 20, 2015",NONE,23,county wholly in NY-23,yes,no
021589,Wholesaler/Repacker,"APRIA HEALTHCARE OF NEW YORK STATE, INC.",,1975 WEHRLE DR. WILLIAMSVILLE NY 14221,1975 WEHRLE DR,. WILLIAMSVILLE,14221,ERIE,Discontinued,"April 29, 1993","November 17, 2008","November 17, 2008",NONE,,,unknown,no
020083,Pharmacy,"ARCESE, NELS",WARDS PHARMACY,WARDS PHARMACY 916 ELMWOOD AVE. BUFFALO NY 14222,WARDS PHARMACY 916 ELMWOOD AVE,. BUFFALO,14222,ERIE,Transfer,"January 11, 1989","September 27, 1990","September 27, 1990",020783,,,unknown,yes
016570,Pharmacy,"ARCESE, NELS F.",TARNERS PHARMACY,TARNERS PHARMACY 11 COMMERCIAL ST. ANGOLA NY 14006,TARNERS PHARMACY 11 COMMERCIAL ST,. ANGOLA,14006,ERIE,Discontinued,"October 01, 1979","October 26, 1993","October 26, 1993",NONE,,,unknown,yes
000822,Pharmacy,ARNOT OGDEN MEDICAL CENTER,,C/O PHARMACY 600 ROE AVE. ELMIRA NY 14905,600 ROE AVE,. ELMIRA,14905,CHEMUNG,Active,"July 05, 1946","July 31, 2028",,NONE,23,county wholly in NY-23,yes,no
040529,Wholesaler,ARNOT OGDEN MEDICAL CENTER,,600 ROE AVE. ELMIRA NY 14905,600 ROE AVE,. ELMIRA,14905,CHEMUNG,Active,"October 04, 2023","September 30, 2026",,NONE,23,county wholly in NY-23,yes,no
040443,Pharmacy,ARNOT OGDEN MEDICAL CENTER,,200 MADISON AVENUE SUITE G1 ELMIRA NY 14901,200 MADISON AVENUE,ELMIRA,14901,CHEMUNG,Active,"August 18, 2023","July 31, 2029",,NONE,23,county wholly in NY-23,yes,no
024310,Wholesaler/Repacker,ASSOCIATED HEALTHCARE SYSTEMS INC,,418 SPRING STREET JAMESTOWN NY 14701,418 SPRING STREET,JAMESTOWN,14701,CHAUTAUQUA,Discontinued,"May 12, 1999","August 17, 2001","August 17, 2001",NONE,23,county wholly in NY-23,yes,no
023273,Pharmacy,"ASSOCIATED HEALTHCARE SYSTEMS, INC.",ASSOCIATED HEALTHCARE PHARMACY #3,C/O PHARMACY 85 WOODRIDGE DR. AMHERST NY 14228,85 WOODRIDGE DR,. AMHERST,14228,ERIE,Discontinued,"June 17, 1997","June 14, 2001","June 14, 2001",NONE,,,unknown,yes
023083,Pharmacy,"ASSOCIATED HEALTHCARE SYSTEMS, INC.",ASSOCIATED HEALTH CARE PHARMACY,C/O PHARMACY 1031 MAIN ST. BUFFALO NY 14203,1031 MAIN ST,. BUFFALO,14203,ERIE,Discontinued,"October 31, 1996","November 30, 2013","November 30, 2013",NONE,,,unknown,yes
023139,Wholesaler/Repacker,"ASSOCIATED HEALTHCARE SYSTEMS, INC.",,85 WOODRIDGE DR. AMHERST NY 14228,85 WOODRIDGE DR,. AMHERST,14228,ERIE,Discontinued,"January 24, 1997","May 21, 2013","May 21, 2013",NONE,,,unknown,no
023272,Wholesaler,"ASSOCIATED HEALTHCARE SYSTEMS, INC.",,3950 E. ROBINSON RD. STE 103 AMHERST NY 14228,3950 E. ROBINSON RD,. AMHERST,14228,ERIE,Discontinued,"July 07, 1997","August 31, 1998","August 31, 1998",NONE,,,unknown,no
024163,Wholesaler/Repacker,"ASSOCIATED RESPIRATORY SERVICES,INC.",,2102 WEST STATE STREET OLEAN NY 14260,2102 WEST STATE STREET,OLEAN,14260,CATTARAUGUS,Discontinued,"July 02, 1999","August 23, 2007","August 23, 2007",NONE,23,county wholly in NY-23,yes,no
027196,Manufacturer,"ASTELLAS PHARMA MANUFACTURING, INC.",,3125 STALEY ROAD GRAND ISLAND NY 14072,3125 STALEY ROAD,GRAND ISLAND,14072,ERIE,Discontinued,"April 04, 2005","March 31, 2009","March 31, 2009",NONE,,,unknown,no
035973,Outsource Facility,"ATHENEX PHARMA SOLUTIONS, LLC",,11342 MAIN ST. CLARENCE NY 14031,11342 MAIN ST,. CLARENCE,14031,ERIE,Discontinued,"August 09, 2018","May 31, 2023","May 31, 2023",NONE,,,unknown,no
035379,Manufacturer,"ATHENEX PHARMA SOLUTIONS, LLC",,11342 MAIN ST. CLARENCE NY 14031,11342 MAIN ST,. CLARENCE,14031,ERIE,Discontinued,"April 26, 2017","August 18, 2023","August 18, 2023",NONE,,,unknown,no
304173,Wholesaler,"ATTEA, MILHEM, & BROS., INC.",,1509 CLINTON STREET BUFFALO NY 14206,1509 CLINTON STREET,BUFFALO,14206,ERIE,Discontinued,"October 26, 1979","April 02, 1992","April 02, 1992",NONE,,,unknown,no
020093,Wholesaler/Repacker,AURO PHARMACEUTICALS INC.,,80 EARHART DR. BLDG. 20 WILLIAMSVILLE NY 14221,80 EARHART DR,. WILLIAMSVILLE,14221,ERIE,Discontinued,"January 11, 1989","September 28, 1995","September 28, 1995",NONE,,,unknown,no
026636,Manufacturer,"AURORA LABS, LLC.",,645 PERSONS STREET EAST AURORA NY 14052,645 PERSONS STREET,EAST AURORA,14052,ERIE,Active,"June 09, 2004","May 31, 2028",,NONE,,,unknown,no
028753,Pharmacy,"AUTUMN VIEW HEALTH CARE FACILITY, LLC",,C/O PHARMACY 4650 SOUTHWESTERN BLVD. HAMBURG NY 14075,4650 SOUTHWESTERN BLVD,. HAMBURG,14075,ERIE,Discontinued,"February 21, 2008","June 13, 2023","June 13, 2023",NONE,23,Census batch geocode + point-in-district,yes,no
016608,Pharmacy,"AVERY'S PHARMACY, INC.",NORTH COLLINS PHARMACY,10504 MAIN ST. P.O. BOX 579 NORTH COLLINS NY 14111-0579,10504 MAIN ST,. NORTH COLLINS,14111,ERIE,Discontinued,"November 01, 1979","May 19, 2020","May 19, 2020",NONE,,,unknown,yes
304530,Wholesaler,"AZAN MEDICAL SUPPLY, INC.",,4800 LAKE AVE BLASDELL NY 14219,4800 LAKE AVE,BLASDELL,14219,ERIE,Discontinued,"January 16, 1987","June 26, 1989","June 26, 1989",NONE,,,unknown,no
012103,Pharmacy,B & R THOMAS DRUG STORE INC.,"THOMAS, B & R, DRUG STORE, INC. (X-REF.)",398 MAIN STREET EAST AURORA NY 14052,398 MAIN STREET,EAST AURORA,14052,ERIE,Transfer,"April 01, 1968","March 18, 1993","March 18, 1993",021633,,,unknown,yes
017702,Pharmacy,"BAILEY AVENUE CVS STORE, INC.",CVS/PHARMACY,3378 BAILEY AVE. BUFFALO NY 14215,3378 BAILEY AVE,. BUFFALO,14215,ERIE,Discontinued,"March 22, 1983","December 31, 1995","December 31, 1995",NONE,,,unknown,yes
022946,Pharmacy,"BAILEY PRESCRIPTION CENTER, INC.",BAILEY PHARMACY,2608 BAILEY AVE. BUFFALO NY 14215,2608 BAILEY AVE,. BUFFALO,14215,ERIE,Discontinued,"July 03, 1996","November 07, 2013","November 07, 2013",NONE,,,unknown,yes
011410,Pharmacy,"BALONE PHARMACY, INC.",GRAN-DEL PHARMACY,302 GRANT ST. BUFFALO NY 14213,302 GRANT ST,. BUFFALO,14213,ERIE,Discontinued,"September 26, 1966","April 06, 1998","April 06, 1998",NONE,,,unknown,yes
009564,Pharmacy,BARTHOLEMEW'S PHARMACY INC.,,2 ELM ST. AT MAIN FRANKLINVILLE NY 14737,2 ELM ST. AT MAIN,FRANKLINVILLE,14737,CATTARAUGUS,Active,"June 13, 1962","June 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
020398,Wholesaler,BAXTER HEALTHCARE CORPORATION,,3356 WALDEN AVE. DEPEW NY 14043,3356 WALDEN AVE,. DEPEW,14043,ERIE,Not Registered,"December 19, 1989","December 31, 2024",,NONE,,,unknown,no
020397,Wholesaler,BAXTER HEALTHCARE CORPORATION,SONWIL DISTRIBUTION CENTER,SONWIL DISTRIBUTION CTR. 100-200 SONWIL DR. BUFFALO NY 14225,SONWIL DISTRIBUTION CTR. 100-200 SONWIL DR,. BUFFALO,14225,ERIE,Discontinued,"December 19, 1989","August 31, 1998","August 31, 1998",NONE,,,unknown,no
023103,Pharmacy,BAXTER HEALTHCARE CORPORATION,BAXTER HEALTHCARE RENAL DIVISION PHARMACY,C/O PHARMACY WALDEN BUSINESS CENTER 3356 WALDEN AVE. DEPEW NY 14043,WALDEN BUSINESS CENTER 3356 WALDEN AVE,. DEPEW,14043,ERIE,Transfer,"January 08, 1997","August 19, 2025","August 19, 2025",040758,23,Census batch geocode + point-in-district,yes,no
041402,Pharmacy,BD PHARMACY LLC,,3435 BAILEY AVE BUFFALO NY 14215,3435 BAILEY AVE,BUFFALO,14215,ERIE,Active,"July 25, 2025","June 30, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
010239,Pharmacy,"BENSON'S SURGICAL SUPPLY CO., INC.",,1005 KENMORE AVE. KENMORE NY 14217,1005 KENMORE AVE,. KENMORE,14217,ERIE,Discontinued,"December 16, 1963","July 06, 2006","July 06, 2006",NONE,,,unknown,yes
303213,Wholesaler,"BENSON'S SURGICAL SUPPLY CO., INC.",,1005 KENMORE AVE. KENMORE NY 14217,1005 KENMORE AVE,. KENMORE,14217,ERIE,Transfer,"September 01, 1965","June 10, 2008","June 10, 2008",028977,,,unknown,no
018352,Pharmacy,"BENTON, MECHELE LYNNE",FERVAN'S PHARMACY,FERVAN'S PHARMACY 10-12 MAIN ST. AVOCA NY 14809,FERVAN'S PHARMACY 10-12 MAIN ST,. AVOCA,14809,STEUBEN,Discontinued,"November 09, 1984","June 23, 2003","June 23, 2003",NONE,23,county wholly in NY-23,yes,yes
021482,Pharmacy,BENWOOD PHARMACY SERVICES INC.,,2787 MAIN ST. BUFFALO NY 14214,2787 MAIN ST,. BUFFALO,14214,ERIE,Discontinued,"December 09, 1992","May 01, 1996","May 01, 1996",NONE,,,unknown,yes
021730,Wholesaler,"BENWOOD PHARMACY SERVICES, INC.",,2787 MAIN ST. BUFFALO NY 14214,2787 MAIN ST,. BUFFALO,14214,ERIE,Discontinued,"June 11, 1993","August 31, 1995","August 31, 1995",NONE,,,unknown,no
008306,Pharmacy,BERT A. LIES PHARMACY INC.,"LIES, BERT A., PHARMACY INC.",1325 MILLERSPORT HWY. ROOM 105 WILLIAMSVILLE NY 14221,1325 MILLERSPORT HWY,. WILLIAMSVILLE,14221,ERIE,Discontinued,"October 09, 1959","April 30, 1997","April 30, 1997",NONE,,,unknown,yes
015277,Pharmacy,BERTRAND CHAFFEE HOSPITAL,,C/O PHARMACY 224 E. MAIN ST. SPRINGVILLE NY 14141,224 E. MAIN ST,. SPRINGVILLE,14141,ERIE,Active,"December 27, 1975","December 31, 2028",,NONE,23,Census batch geocode + point-in-district,yes,no
038131,Wholesaler,BERTRAND CHAFFEE HOSPITAL,,C/O PHARMACY 224 EAST MAIN ST. SPRINGVILLE NY 14141,224 EAST MAIN ST,. SPRINGVILLE,14141,ERIE,Active,"March 02, 2021","February 28, 2027",,NONE,,,unknown,no
013206,Pharmacy,"BESTWAY PHARMACY, INC.",,1030 E. STATE ST. OLEAN NY 14760,1030 E. STATE ST,. OLEAN,14760,CATTARAUGUS,Transfer,"January 03, 1971","August 07, 1991","August 07, 1991",021006,23,county wholly in NY-23,yes,yes
014017,Pharmacy,"BIGHAM DAMBACH PHARMACY, INC.",,720 ELMWOOD AVE. BUFFALO NY 14222,720 ELMWOOD AVE,. BUFFALO,14222,ERIE,Discontinued,"December 15, 1972","March 02, 1993","March 02, 1993",NONE,,,unknown,yes
023681,Pharmacy,BL ENTERPRISES INC.,"DILDINE PHARMACY, THE",3 LIBERTY AVE. BATH NY 14810,3 LIBERTY AVE,. BATH,14810,STEUBEN,Not Active,Not On File,"March 29, 2000","March 29, 2000",NONE,23,county wholly in NY-23,yes,yes
014228,Pharmacy,BLACK ROCK PHARMACY INC.,,431 TONAWANDA ST. BUFFALO NY 14207,431 TONAWANDA ST,. BUFFALO,14207,ERIE,Active,"January 01, 1973","January 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
032347,Pharmacy,BLITZ PHARMACY INC.,BLITZ PHARMACY,485 MAPLE ST. BIG FLATS NY 14814,485 MAPLE ST,. BIG,14814,CHEMUNG,Active,"October 25, 2013","September 30, 2028",,NONE,23,county wholly in NY-23,yes,yes
101270,Manufacturer,"BOC GROUP, INC., THE",BOC GASES,BOC GASES 101 KATHERINE ST. BUFFALO NY 14210,BOC GASES 101 KATHERINE ST,. BUFFALO,14210,ERIE,Transfer,"June 07, 1988","June 12, 2009","June 12, 2009",029462,,,unknown,no
000992,Pharmacy,"BOOKE, MAURICE, EST. OF",DEL-MOR PHARMACY,DEL-MOR PHARMACY 1410 DELAWARE AVE. BUFFALO NY 14209,DEL-MOR PHARMACY 1410 DELAWARE AVE,. BUFFALO,14209,ERIE,Transfer,"September 01, 1943","May 05, 1992","May 05, 1992",020999,,,unknown,yes
023593,Pharmacy,BPNY ACQUISITION CORPORATION,OMNICARE OF WESTERN NEW YORK,C/O PHARMACY 2410 NO. AMERICA DRIVE WEST SENECA NY 14224-5315,2410 NO. AMERICA DRIVE,WEST SENECA,14224,ERIE,Discontinued,"March 13, 1998","September 08, 2017","September 08, 2017",NONE,26,unmatched address; town wholly in/out of NY-23 (assumed),no,yes
024400,Wholesaler/Repacker,BRADLEY SUPPLY INC.,,25 NORTH TRANSIT ROAD HORNELL NY 14843,25 NORTH TRANSIT ROAD,HORNELL,14843,STEUBEN,Active,"July 27, 1999","July 31, 2028",,NONE,23,county wholly in NY-23,yes,no
012125,Pharmacy,"BRIGHTON-EGGERT PHARMACY, INC.",,935 BRIGHTON RD. TONAWANDA NY 14150,935 BRIGHTON RD,. TONAWANDA,14150,ERIE,Active,"April 03, 1968","April 30, 2028",,NONE,26,Census batch geocode + point-in-district,no,yes
022990,Pharmacy,BROADWAY PENORA INC.,TOPS MARKET,5175 BROADWAY DEPEW NY 14043,5175 BROADWAY,DEPEW,14043,ERIE,Transfer,"September 06, 1996","February 10, 2025","February 10, 2025",041159,23,Census batch geocode + point-in-district,yes,yes
020410,Pharmacy,BROADWAY PRESCRIPTION CENTER INC.,,163 BROADWAY ST. BUFFALO NY 14204,163 BROADWAY ST,. BUFFALO,14204,ERIE,Discontinued,"February 07, 1990","August 10, 1995","August 10, 1995",NONE,,,unknown,yes
019286,Pharmacy,"BROOKS DRUG OF NEW YORK, INC.",BROOKS PHARMACY,83 MAIN ST HORNELL NY 14843,83 MAIN ST,HORNELL,14843,STEUBEN,Transfer,"November 24, 1986","January 01, 1990","January 01, 1990",020503,23,county wholly in NY-23,yes,yes
019291,Pharmacy,"BROOKS DRUG OF NEW YORK, INC.",BROOKS PHARMACY,339 CENTRAL AVE DUNKIRK NY 14048,339 CENTRAL AVE,DUNKIRK,14048,CHAUTAUQUA,Transfer,"November 24, 1986","January 01, 1990","January 01, 1990",020495,23,county wholly in NY-23,yes,yes
019290,Pharmacy,"BROOKS DRUG OF NEW YORK, INC.",BROOKS PHARMACY,TIOGA BLVD.  RTE. 17 APALACHIN NY 13732,TIOGA BLVD. RTE. 17,APALACHIN,13732,TIOGA,Transfer,"November 24, 1986","January 01, 1990","January 01, 1990",020484,23,county wholly in NY-23,yes,yes
019303,Pharmacy,"BROOKS DRUG OF NEW YORK, INC.",BROOKS PHARMACY,764 FOOTE AVE JAMESTOWN NY 14701,764 FOOTE AVE,JAMESTOWN,14701,CHAUTAUQUA,Transfer,"November 24, 1986","January 01, 1990","January 01, 1990",020506,23,county wholly in NY-23,yes,yes
019302,Pharmacy,"BROOKS DRUG OF NEW YORK, INC.",BROOKS PHARMACY,EAST MAIN & PEARL STREET WESTFIELD NY 14787,EAST MAIN & PEARL STREET,WESTFIELD,14787,CHAUTAUQUA,Transfer,"November 24, 1986","January 01, 1990","January 01, 1990",020529,23,county wholly in NY-23,yes,yes
019300,Pharmacy,"BROOKS DRUG OF NEW YORK, INC.",BROOKS PHARMACY,23 LANGDON PLAZA ELMIRA NY 14901,23 LANGDON PLAZA,ELMIRA,14901,CHEMUNG,Transfer,"November 24, 1986","January 01, 1990","January 01, 1990",020498,23,county wholly in NY-23,yes,yes
021362,Pharmacy,"BROOKS DRUG, INC.",BROOKS PHARMACY #263,437 MAIN ST. DUNKIRK NY 14048,437 MAIN ST,. DUNKIRK,14048,CHAUTAUQUA,Not Active,Not On File,"July 10, 1992","July 10, 1992",NONE,23,county wholly in NY-23,yes,yes
020495,Pharmacy,"BROOKS DRUG, INC.",CVS/PHARMACY,CVS/PHARMACY 437 MAIN ST. DUNKIRK NY 14048,CVS/PHARMACY 437 MAIN ST,. DUNKIRK,14048,CHAUTAUQUA,Discontinued,"February 09, 1990","February 28, 1998","February 28, 1998",NONE,23,county wholly in NY-23,yes,yes
012037,Pharmacy,"BROOKS, CHESTER M., PHARMACY, INC.",BROOKS MEDICAL,S-4481 LAKE SHORE RD. HAMBURG NY 14075,S4481 LAKE SHORE RD,. HAMBURG,14075,ERIE,Transfer,"January 01, 1968","February 14, 2013","February 14, 2013",031767,,,unknown,yes
000787,Pharmacy,"BROOKS-TLC HOSPITAL SYSTEM, INC.",,C/O PHARMACY 529 CENTRAL AVE. DUNKIRK NY 14048,529 CENTRAL AVE,. DUNKIRK,14048,CHAUTAUQUA,Active,"March 01, 1944","March 31, 2028",,NONE,23,county wholly in NY-23,yes,no
036856,Pharmacy,"BROOKS-TLC HOSPITAL SYSTEM, INC.",,C/O PHARMACY 845 ROUTES 5 & 20 IRVING NY 14081,845 ROUTES 5 & 20,IRVING,14081,CHAUTAUQUA,Discontinued,"March 29, 2019","February 28, 2020","February 28, 2020",NONE,23,county wholly in NY-23,yes,no
019385,Pharmacy,"BROOKSIDE PARK PHARMACY, INC.",,2630 NORTH AMERICA DR. W. SENECA NY 14224,2630 NORTH AMERICA DR,. W. SENECA,14224,ERIE,Transfer,"March 04, 1987","March 13, 1998","March 13, 1998",023593,,,unknown,yes
015825,Pharmacy,BROTHERS OF MERCY NURSING HOME COMPANY INC.,"BOMNH CO., INC.",C/O PHARMACY 10570 BERGTOLD RD. CLARENCE NY 14031-6223,10570 BERGTOLD RD,. CLARENCE,14031,ERIE,Discontinued,"May 10, 1977","July 31, 1996","July 31, 1996",NONE,,,unknown,no
011087,Pharmacy,"BROWN, C.A., HANOVER SQUARE PHARMACY INC.",,101 S. MAIN ST. HORSEHEADS NY 14845,101 S. MAIN ST,. HORSEHEADS,14845,CHEMUNG,Discontinued,"November 28, 1965","October 20, 1994","October 20, 1994",NONE,23,county wholly in NY-23,yes,yes
017219,Pharmacy,"BRY-LIN HOSPITALS, INC.",,PHARMACY DEPARTMENT 1263 DELAWARE AVE BUFFALO NY 14209,PHARMACY 1263 DELAWARE AVE,BUFFALO,14209,ERIE,Active,"July 01, 1981","July 31, 2028",,NONE,26,Census batch geocode + point-in-district,no,no
022552,Pharmacy,BRYLIN HOSPITALS,,11438 GENESEE ST. ALDEN NY 14004,11438 GENESEE ST,. ALDEN,14004,ERIE,Not Active,Not On File,"May 22, 1998","May 22, 1998",NONE,,,unknown,no
020026,Pharmacy,"BUFFALO CLINICAL SERVICES, INC.",UNION MEDICAL PHARMACY,1769 ORCHARD PARK RD. WEST SENECA NY 14224,1769 ORCHARD PARK RD,. WEST SENECA,14224,ERIE,Active,"November 14, 1988","November 30, 2028",,NONE,26,geocoded earlier,no,no
000999,Pharmacy,BUFFALO COLUMBUS HOSPITAL,,C/O PHARMACY 300 NIAGARA ST. BUFFALO NY 14201,300 NIAGARA ST,. BUFFALO,14201,ERIE,Transfer,"January 01, 1931","August 15, 1996","August 15, 1996",022985,,,unknown,no
303215,Wholesaler,BUFFALO DENTAL INC.,,3020 BAILEY AVE. BUFFALO NY 14215,3020 BAILEY AVE,. BUFFALO,14215,ERIE,Discontinued,"September 01, 1959","May 11, 1995","May 11, 1995",NONE,,,unknown,no
022985,Pharmacy,BUFFALO GENERAL HOSPITAL,COLUMBUS COMMUNITY HEALTH CENTER,C/O PHARMACY 300 NIAGARA ST. BUFFALO NY 14201,300 NIAGARA ST,. BUFFALO,14201,ERIE,Discontinued,"August 15, 1996","October 19, 1998","October 19, 1998",NONE,,,unknown,no
023085,Pharmacy,BUFFALO GENERAL HOSPITAL,DEACONESS SKILLED NURSING FACILITY,1001 HUMBOLDT PARKWAY BUFFALO NY 14208,1001 HUMBOLDT PARKWAY,BUFFALO,14208,ERIE,Transfer,"December 23, 1996","May 21, 2002","May 21, 2002",025381,26,unmatched address; town wholly in/out of NY-23 (assumed),no,no
